ID,Address,AssessedValue
21-0-183,8 EVANS RD,634100
21-0-177,9 EVANS RD,727600
18-0-643,10 EVERETT ST,725200
18-0-644,12 EVERETT ST,813800
18-0-11,17 EVERETT ST,795000
18-0-7,18 EVERETT ST,807300
18-0-10,19 EVERETT ST,705500
18-0-8,20 EVERETT ST,788000
18-0-9,21 EVERETT ST,911700
23-0-151,22 EVERETT ST,620300
18-0-9A,23 EVERETT ST,835400
23-0-150,25 EVERETT ST,807700
23-0-146C,26 EVERETT ST,776900
23-0-149,27 EVERETT ST,670300
23-0-146B,28 EVERETT ST,763500
23-0-148,29 EVERETT ST,893700
23-0-146A,30 EVERETT ST,811900
23-0-146,32 EVERETT ST,898000
23-0-147,33 EVERETT ST,653100
18-0-642,6 EVERETT ST,807500
18-0-639,7 EVERETT ST,709100
18-0-634,9 EVERETT ST,711400
15-0-8,1 EVERGREEN RD,737200
15-0-15,10 EVERGREEN RD,669900
15-0-55,11 EVERGREEN RD,726700
15-0-16,12 EVERGREEN RD,811500
15-0-47,14 EVERGREEN RD,829500
15-0-54,15 EVERGREEN RD,742300
15-0-48,16 EVERGREEN RD,907600
15-0-53,17 EVERGREEN RD,806700
15-0-49,18 EVERGREEN RD,700400
15-0-52,19 EVERGREEN RD,825600
15-0-50,20 EVERGREEN RD,767800
15-0-51,22 EVERGREEN RD,757100
15-0-61,24 EVERGREEN RD,820100
15-0-1,25 EVERGREEN RD,703400
15-0-66A,26 EVERGREEN RD,687200
20-0-51,27 EVERGREEN RD,822300
20-0-43,28 EVERGREEN RD,766600
20-0-50,29 EVERGREEN RD,708000
15-0-7,3 EVERGREEN RD,890600
20-0-44,30 EVERGREEN RD,785400
20-0-45,32 EVERGREEN RD,973900
20-0-46,34 EVERGREEN RD,865100
20-0-47,36 EVERGREEN RD,979100
15-0-12,4 EVERGREEN RD,787000
15-0-13,6 EVERGREEN RD,688500
15-0-14,8 EVERGREEN RD,662400
15-0-56,9 EVERGREEN RD,753500
6-0-122,10 FAIRLANE RD,877900
6-0-123,12 FAIRLANE RD,798800
6-0-124,14 FAIRLANE RD,749500
6-0-129,15 FAIRLANE RD,855200
6-0-128,17 FAIRLANE RD,844300
7-0-212,22 FAIRLANE RD,734600
6-0-119,9 FAIRLANE RD,1108400
14-0-206,11 FAIRVIEW RD,1217100
14-0-210,12 FAIRVIEW RD,916200
14-0-212,14 FAIRVIEW RD,1045000
14-0-205,15 FAIRVIEW RD,718600
14-0-203,17 FAIRVIEW RD,882400
14-0-213,18 FAIRVIEW RD,736600
14-0-214,20 FAIRVIEW RD,570000
14-0-194,23 FAIRVIEW RD,701500
14-0-216,24 FAIRVIEW RD,769100
14-0-174,31 FAIRVIEW RD,782000
14-0-155,32 FAIRVIEW RD,565000
14-0-156,34 FAIRVIEW RD,584100
14-0-172,35 FAIRVIEW RD,665600
14-0-157,36 FAIRVIEW RD,660700
14-0-171,37 FAIRVIEW RD,687300
14-0-158,38 FAIRVIEW RD,687400
14-0-159,40 FAIRVIEW RD,631400
14-0-170,41 FAIRVIEW RD,1002700
14-0-160,42 FAIRVIEW RD,679800
14-0-168,43 FAIRVIEW RD,967900
14-0-161,44 FAIRVIEW RD,582000
14-0-166,45 FAIRVIEW RD,557600
14-0-162,46 FAIRVIEW RD,612500
7-0-316,10 FATIMA RD,830300
7-0-319,11 FATIMA RD,794300
7-0-317,12 FATIMA RD,851900
7-0-318,15 FATIMA RD,783500
7-0-312,2 FATIMA RD,746000
7-0-324,3 FATIMA RD,766000
7-0-313,4 FATIMA RD,788900
7-0-323,5 FATIMA RD,750100
7-0-314,6 FATIMA RD,833600
7-0-322,7 FATIMA RD,791900
7-0-315,8 FATIMA RD,830000
7-0-321,9 FATIMA RD,805800
4-0-98,6 FELICIA RD,619700
2-0-46A,18 FELLSMERE AVE,660100
2-0-8,25 FELLSMERE AVE,723300
2-0-28A,26 FELLSMERE AVE,826800
2-0-7,27 FELLSMERE AVE,700500
2-0-29,28 FELLSMERE AVE,782400
2-0-39,5 FELLSMERE AVE,906800
14-0-16,11 FELLS RD,543900
14-0-10,14 FELLS RD,642400
14-0-15,17 FELLS RD,888100
14-0-11,18 FELLS RD,655800
14-0-13,7 FELLS RD,782700
14-0-9,8 FELLS RD,579200
4-0-63,100 FELLSVIEW RD,754900
4-0-64,102 FELLSVIEW RD,783000
4-0-47,105 FELLSVIEW RD,713000
4-0-46,109 FELLSVIEW RD,685100
4-0-55,72 FELLSVIEW RD,722400
4-0-51,85 FELLSVIEW RD,717200
4-0-50,89 FELLSVIEW RD,921400
4-0-49,95 FELLSVIEW RD,925500
4-0-48,99 FELLSVIEW RD,843300
4-0-97,461 FELLSWAY EAST,816600
4-0-113,492 FELLSWAY EAST,727300
4-0-124,500 FELLSWAY EAST,473800
4-0-100,506 FELLSWAY EAST,877600
4-0-101,510 FELLSWAY EAST,673900
4-0-103,512 FELLSWAY EAST,967600
1-0-190,1 FELSPA RD,786000
1-0-181,10 FELSPA RD,597000
1-0-184,11 FELSPA RD,594000
1-0-182,12 FELSPA RD,604800
1-0-177,2 FELSPA RD,864600
1-0-189,3 FELSPA RD,595300
1-0-186,7 FELSPA RD,798800
1-0-179,8 FELSPA RD,807400
1-0-185,9 FELSPA RD,518600
2-0-267,1 FERDINAND ST,773900
2-0-263,10 FERDINAND ST,932000
3-0-87,16 FERDINAND ST,708000
2-0-258,2 FERDINAND ST,577900
2-0-259,4 FERDINAND ST,751500
2-0-265,6 FERDINAND ST,748500
9-0-122,10 FIELDSTONE DR,876500
9-0-100,11 FIELDSTONE DR,870400
9-0-123,12 FIELDSTONE DR,951700
9-0-124,14 FIELDSTONE DR,846500
9-0-125,16 FIELDSTONE DR,797000
9-0-81,17 FIELDSTONE DR,804500
9-0-126,18 FIELDSTONE DR,801100
9-0-80,19 FIELDSTONE DR,767500
9-0-118,2 FIELDSTONE DR,909400
9-0-127,20 FIELDSTONE DR,788300
9-0-64,21 FIELDSTONE DR,966100
9-0-128,22 FIELDSTONE DR,931200
9-0-63,23 FIELDSTONE DR,780400
9-0-62,25 FIELDSTONE DR,868200
9-0-36,26 FIELDSTONE DR,993600
9-0-61,27 FIELDSTONE DR,885800
9-0-37,28 FIELDSTONE DR,1028000
9-0-60,29 FIELDSTONE DR,836500
9-0-107,3 FIELDSTONE DR,836200
9-0-59,31 FIELDSTONE DR,851100
9-0-41,32 FIELDSTONE DR,865800
9-0-58,33 FIELDSTONE DR,953700
9-0-42,34 FIELDSTONE DR,894000
9-0-57,35 FIELDSTONE DR,843900
9-0-43,36 FIELDSTONE DR,907600
9-0-56,37 FIELDSTONE DR,838100
9-0-44,38 FIELDSTONE DR,1019900
9-0-55,39 FIELDSTONE DR,893300
9-0-119,4 FIELDSTONE DR,801700
9-0-45,40 FIELDSTONE DR,884800
9-0-54,41 FIELDSTONE DR,828200
9-0-46,42 FIELDSTONE DR,866000
9-0-53,43 FIELDSTONE DR,982500
9-0-52,45 FIELDSTONE DR,937500
9-0-49,46 FIELDSTONE DR,958800
9-0-51,47 FIELDSTONE DR,878800
9-0-50,48 FIELDSTONE DR,857500
9-0-67,50 FIELDSTONE DR,833700
9-0-120,6 FIELDSTONE DR,971200
9-0-121,8 FIELDSTONE DR,863100
9-0-101,9 FIELDSTONE DR,862800
19-0-104,5 FISKE AVE,782200
17-0-281A,12-1/2 FLINT AVE,556000
17-0-289,13 FLINT AVE,682300
17-0-288,15 FLINT AVE,884900
17-0-283,16 FLINT AVE,1267100
17-0-287,17 FLINT AVE,612400
17-0-284,18 FLINT AVE,720400
17-0-286,19 FLINT AVE,885200
17-0-267,22 FLINT AVE,746400
17-0-266,23 FLINT AVE,986900
17-0-299,7 FLINT AVE,642600
17-0-298,9 FLINT AVE,598400
7-0-296,1 FLORENCE CIR,705200
7-0-295,2 FLORENCE CIR,901700
16-0-361,1 FOREST ST,727300
21-0-229,103 FOREST ST,887300
21-0-228,105 FOREST ST,763100
21-0-227,107 FOREST ST,625600
21-0-425,110 FOREST ST,642200
21-0-226,111 FOREST ST,595300
21-0-225,113 FOREST ST,695600
21-0-426,114 FOREST ST,747900
21-0-224,115 FOREST ST,744200
21-0-446,120 FOREST ST,722900
21-0-447,122 FOREST ST,685700
21-0-221,123 FOREST ST,918700
21-0-448,124 FOREST ST,927000
25-0-1B,125 FOREST ST,785500
21-0-449,126 FOREST ST,881700
25-0-1A,127 FOREST ST,866600
21-0-450,130 FOREST ST,665800
16-0-358,17 FOREST ST,986400
16-0-348,18 FOREST ST,784800
21-0-100B,19 FOREST ST,923100
16-0-163,2 FOREST ST,656600
16-0-349,20 FOREST ST,752000
21-0-100C,21 FOREST ST,1113900
21-0-252,27 FOREST ST,638600
21-0-276,32 FOREST ST,829500
21-0-277,34 FOREST ST,914400
21-0-278,36 FOREST ST,693500
21-0-279,38 FOREST ST,719600
16-0-164,4 FOREST ST,686900
21-0-280,40 FOREST ST,744300
21-0-281,42 FOREST ST,698800
21-0-249,43 FOREST ST,753900
21-0-246,45 FOREST ST,1041800
21-0-244,49 FOREST ST,822800
16-0-360,5 FOREST ST,655500
21-0-283,52 FOREST ST,760300
21-0-243,53 FOREST ST,708000
21-0-284,56 FOREST ST,679300
21-0-242,57 FOREST ST,634400
21-0-285,58 FOREST ST,637200
21-0-241,59 FOREST ST,699600
16-0-165,6 FOREST ST,611800
21-0-240,61 FOREST ST,688300
21-0-286,62 FOREST ST,681100
21-0-238,63 FOREST ST,801900
21-0-287,64 FOREST ST,804000
21-0-236,67 FOREST ST,1219300
21-0-288,68 FOREST ST,719400
21-0-235,69 FOREST ST,811700
16-0-359,7 FOREST ST,724800
21-0-352,70 FOREST ST,637200
21-0-234,71 FOREST ST,792400
21-0-353,72 FOREST ST,719100
21-0-354,76 FOREST ST,653200
21-0-233,81 FOREST ST,831500
21-0-355,84 FOREST ST,1215500
21-0-232,87 FOREST ST,675100
21-0-231,97 FOREST ST,778500
21-0-230,99 FOREST ST,718600
8-0-150,4 FRANKLIN PL,796900
8-0-151,6 FRANKLIN PL,700000
13-0-177,109 1/2 FRANKLIN ST,609600
13-0-348,101-1/2 FRANKLIN ST,561300
13-0-66,102 FRANKLIN ST,518700
13-0-347,103 FRANKLIN ST,589800
13-0-67,104 FRANKLIN ST,522500
13-0-346,105 FRANKLIN ST,823400
13-0-178,109 FRANKLIN ST,603900
13-0-176,111 FRANKLIN ST,536900
13-0-90,112 FRANKLIN ST,651000
3-0-96,1153 FRANKLIN ST,712100
3-0-95,1155 FRANKLIN ST,722300
3-0-94,1157 FRANKLIN ST,717400
13-0-92,116 FRANKLIN ST,535500
3-0-131,1162 FRANKLIN ST,780800
3-0-36,1163 FRANKLIN ST,777600
3-0-132,1164 FRANKLIN ST,944900
3-0-35,1165 FRANKLIN ST,780200
3-0-133,1166 FRANKLIN ST,938200
3-0-34,1167 FRANKLIN ST,756700
3-0-33,1169 FRANKLIN ST,680500
3-0-32,1171 FRANKLIN ST,760800
3-0-136,1174 FRANKLIN ST,782100
3-0-137,1176 FRANKLIN ST,732800
13-0-150,119 FRANKLIN ST,684800
8-0-179,123 FRANKLIN ST,493200
8-0-69,124 FRANKLIN ST,527800
8-0-70,126 FRANKLIN ST,655300
8-0-94A,140-1/2 FRANKLIN ST,784200
8-0-168,141 FRANKLIN ST,559100
8-0-95,146 FRANKLIN ST,600800
8-0-153,147 FRANKLIN ST,522200
8-0-96,148 FRANKLIN ST,598700
8-0-97,150 FRANKLIN ST,851000
8-0-98,152 FRANKLIN ST,751300
8-0-148,155 FRANKLIN ST,569000
8-0-101,160 FRANKLIN ST,585500
8-0-102,162 FRANKLIN ST,720100
8-0-106A,170 FRANKLIN ST,983400
8-0-130,171 FRANKLIN ST,637100
8-0-129,173 FRANKLIN ST,744400
8-0-124,181 FRANKLIN ST,824900
8-0-110,185 FRANKLIN ST,701500
3-0-368,189 FRANKLIN ST,825000
3-0-352,193 FRANKLIN ST,920400
3-0-12,196 FRANKLIN ST,831700
3-0-343,201 FRANKLIN ST,678300
3-0-15,202 FRANKLIN ST,721000
3-0-31,204 FRANKLIN ST,833400
3-0-341,205 FRANKLIN ST,798800
3-0-340,207 FRANKLIN ST,548000
3-0-338,215 FRANKLIN ST,715300
13-0-44,78 FRANKLIN ST,582200
13-0-375,81 FRANKLIN ST,721600
13-0-364,83 FRANKLIN ST,547400
13-0-362,89 FRANKLIN ST,545300
13-0-361,91 FRANKLIN ST,593400
13-0-61,94 FRANKLIN ST,605000
13-0-351,95 FRANKLIN ST,774500
7-0-94,1 GARDEN RD,700300
7-0-83,15 GARDEN RD,936400
7-0-78,17 GARDEN RD,946900
7-0-502,19 GARDEN RD,975000
7-0-501,21 GARDEN RD,861100
7-0-186,22 GARDEN RD,1064200
7-0-500,23 GARDEN RD,953100
7-0-499,25 GARDEN RD,957200
7-0-494,26 GARDEN RD,1060100
7-0-498,27 GARDEN RD,1166500
7-0-497,29 GARDEN RD,1120700
7-0-93,3 GARDEN RD,619300
7-0-496,31 GARDEN RD,1111500
7-0-211A,32 GARDEN RD,748300
7-0-92,5 GARDEN RD,627800
12-0-149A,2 GARFIELD AVE,605900
12-0-153,3 GARFIELD AVE,645100
12-0-150,4 GARFIELD AVE,731400
12-0-152,5 GARFIELD AVE,667400
12-0-151,6 GARFIELD AVE,902100
8-0-42,10 GAVIN CIR,885100
8-0-42C,11 GAVIN CIR,1140200
8-0-42A,12 GAVIN CIR,999600
8-0-198,3 GAVIN CIR,967500
8-0-194,4 GAVIN CIR,1188700
8-0-197,5 GAVIN CIR,1025300
8-0-195,6 GAVIN CIR,1036400
8-0-196,7 GAVIN CIR,1025800
8-0-42B,9 GAVIN CIR,1041200
16-0-21,11 GEORGE ST,738300
16-0-26,12 GEORGE ST,660900
16-0-27,14 GEORGE ST,771900
16-0-28,16 GEORGE ST,682900
16-0-29,18 GEORGE ST,643100
16-0-24,6 GEORGE ST,826800
16-0-23,7 GEORGE ST,796800
16-0-25,8 GEORGE ST,753700
16-0-22,9 GEORGE ST,733900
3-0-1,2 GERALD RD,834300
2-0-180,20 GERALD RD,935100
3-0-5,3 GERALD RD,740600
3-0-2,4 GERALD RD,793900
3-0-4,5 GERALD RD,779000
2-0-178,6 GERALD RD,856600
2-0-189,7 GERALD RD,702000
2-0-179,8 GERALD RD,672300
2-0-188,9 GERALD RD,935900
13-0-53,3 GERRY CT,569200
13-0-52,4 GERRY CT,576700
13-0-51,5 GERRY CT,554400
13-0-50,6 GERRY CT,664800
13-0-49,7 GERRY CT,638800
13-0-476,1A GERRY ST,608400
13-0-475,1 GERRY ST,652100
18-0-248,12 GERRY ST,602600
18-0-249,14 GERRY ST,631300
13-0-470,4 GERRY ST,595300
13-0-471,6 GERRY ST,746100
13-0-472,8 GERRY ST,599000
23-0-29,1 GIGANTE DR,734300
23-0-22,10 GIGANTE DR,786100
23-0-24,11 GIGANTE DR,947000
23-0-23,12 GIGANTE DR,761400
18-0-24A,2 GIGANTE DR,704500
23-0-28,3 GIGANTE DR,787800
23-0-19,4 GIGANTE DR,946100
23-0-27,5 GIGANTE DR,1025600
23-0-20,6 GIGANTE DR,1002700
23-0-21,8 GIGANTE DR,849000
23-0-25,9 GIGANTE DR,778200
17-0-232,10 GILMORE ST,585000
18-0-125B,2 GILMORE ST,606700
17-0-228,3 GILMORE ST,549000
17-0-227,5 GILMORE ST,595700
17-0-226,7 GILMORE ST,736200
21-0-393,10 GIRARD RD,792500
21-0-386,11 GIRARD RD,1089700
21-0-394,12 GIRARD RD,658100
21-0-385,15 GIRARD RD,753800
21-0-395,16 GIRARD RD,799400
21-0-384,17 GIRARD RD,688100
21-0-396,18 GIRARD RD,690300
21-0-383,19 GIRARD RD,648600
21-0-390,2 GIRARD RD,794400
21-0-397,20 GIRARD RD,755100
21-0-382,21 GIRARD RD,772300
21-0-398,22 GIRARD RD,753600
21-0-381,23 GIRARD RD,796400
21-0-399,24 GIRARD RD,674100
21-0-380,25 GIRARD RD,698300
21-0-400,26 GIRARD RD,924800
21-0-379,27 GIRARD RD,830700
21-0-389,3 GIRARD RD,813600
21-0-391,6 GIRARD RD,899100
21-0-388,7 GIRARD RD,851400
21-0-392,8 GIRARD RD,672600
21-0-387,9 GIRARD RD,711400
19-0-189,10 GLENDALE RD,771200
19-0-182,6 GLENDALE RD,838300
23-0-49A,10 GLEN RD,926600
23-0-44,4 GLEN RD,665900
23-0-45,6 GLEN RD,654500
23-0-47,8 GLEN RD,646400
23-0-112,9 GLEN RD,926100
14-0-198,10 GORHAM AVE,871300
14-0-197,11 GORHAM AVE,598100
14-0-196,15 GORHAM AVE,746500
14-0-199,16 GORHAM AVE,773800
14-0-195,17 GORHAM AVE,764400
14-0-200,22 GORHAM AVE,739500
14-0-202,28 GORHAM AVE,901500
14-0-215,34 GORHAM AVE,705500
14-0-230,42 GORHAM AVE,607600
14-0-229,43 GORHAM AVE,755800
14-0-228,45 GORHAM AVE,680000
14-0-231,48 GORHAM AVE,584100
14-0-227,51 GORHAM AVE,711400
14-0-232,52 GORHAM AVE,771900
14-0-226,55 GORHAM AVE,731800
14-0-225,61 GORHAM AVE,711300
14-0-234,62 GORHAM AVE,663700
13-0-19,10 GOULD ST,590700
13-0-31,15 GOULD ST,527800
13-0-29,19 GOULD ST,724900
13-0-28,21 GOULD ST,695400
13-0-26,24 GOULD ST,668400
13-0-118,28 GOULD ST,742900
13-0-119,30 GOULD ST,622800
13-0-120,32 GOULD ST,681800
13-0-131,35 GOULD ST,795000
13-0-122,36 GOULD ST,439000
13-0-123,38 GOULD ST,564000
13-0-127,40 GOULD ST,634900
13-0-128,43 GOULD ST,566800
8-0-26,44 GOULD ST,565900
8-0-27,46 GOULD ST,806400
8-0-19,47 GOULD ST,794800
8-0-29,48A GOULD ST,564700
8-0-18,51 GOULD ST,535500
8-0-17,53 GOULD ST,621500
8-0-16,55 GOULD ST,741600
8-0-59,57 GOULD ST,736900
8-0-58A,58 GOULD ST,877800
8-0-58,59 GOULD ST,616100
13-0-35,7 GOULD ST,659700
16-0-72,103 GOVERNOR RD,734900
16-0-94,104 GOVERNOR RD,704900
16-0-84,12 GOVERNOR RD,656100
16-0-85,20 GOVERNOR RD,766200
16-0-86,24 GOVERNOR RD,816400
16-0-83,25 GOVERNOR RD,702300
16-0-87,34 GOVERNOR RD,736700
16-0-82,35 GOVERNOR RD,827100
16-0-81,41 GOVERNOR RD,629800
16-0-88,46 GOVERNOR RD,677300
16-0-80,47 GOVERNOR RD,600500
16-0-89,52 GOVERNOR RD,650700
16-0-79,53 GOVERNOR RD,677200
16-0-91,54 GOVERNOR RD,718100
16-0-78,65 GOVERNOR RD,799900
16-0-90,66 GOVERNOR RD,797700
16-0-77,67 GOVERNOR RD,775600
16-0-76,69 GOVERNOR RD,717400
16-0-75,71 GOVERNOR RD,835500
16-0-74,73 GOVERNOR RD,692900
16-0-92,90 GOVERNOR RD,735800
16-0-73,95 GOVERNOR RD,767200
16-0-93,96 GOVERNOR RD,745500
6-0-86,10 GRACEWOOD RD,698900
6-0-88,11 GRACEWOOD RD,747900
6-0-87,12 GRACEWOOD RD,861300
6-0-93F,14 GRACEWOOD RD,810600
6-0-93A,15 GRACEWOOD RD,818100
6-0-93E,16 GRACEWOOD RD,915300
6-0-93B,17 GRACEWOOD RD,1027000
6-0-93D,18 GRACEWOOD RD,957100
6-0-93C,19 GRACEWOOD RD,848400
6-0-90,3 GRACEWOOD RD,713000
6-0-83,4 GRACEWOOD RD,687700
6-0-89,5 GRACEWOOD RD,943000
6-0-84,6 GRACEWOOD RD,647100
6-0-85,8 GRACEWOOD RD,708100
18-0-57,13 GRANDVIEW AVE,1122200
18-0-579,10 GRANT ST,691500
18-0-580,12 GRANT ST,635300
18-0-581,14 GRANT ST,689200
18-0-574,15 GRANT ST,553200
18-0-582,16 GRANT ST,633700
18-0-573,17 GRANT ST,751500
18-0-572,19 GRANT ST,870300
18-0-583,20 GRANT ST,706600
18-0-584,22 GRANT ST,636600
18-0-517,4 GRANT ST,685100
18-0-516,5 GRANT ST,675300
18-0-518,6 GRANT ST,654000
18-0-560,8 GRANT ST,751200
18-0-576,9 GRANT ST,760700
19-0-149,11 GRAYSTONE RD,825800
19-0-164,14 GRAYSTONE RD,943100
19-0-147,15 GRAYSTONE RD,797800
19-0-146,17 GRAYSTONE RD,542100
19-0-166,18 GRAYSTONE RD,803600
19-0-171,22 GRAYSTONE RD,708400
19-0-102,23 GRAYSTONE RD,1032100
19-0-157,6 GRAYSTONE RD,576900
19-0-158,8 GRAYSTONE RD,848400
7-0-51,100 GREEN ST,1169100
7-0-50,102 GREEN ST,759300
7-0-267,105 GREEN ST,579300
7-0-265,113 GREEN ST,913800
7-0-261,139 GREEN ST,741600
7-0-54,146 GREEN ST,643500
7-0-371,15 GREEN ST,852800
7-0-56,150 GREEN ST,713600
7-0-258,151 GREEN ST,799300
7-0-57,158 GREEN ST,594800
7-0-58,164 GREEN ST,640700
7-0-257,165 GREEN ST,891900
7-0-259,165-R GREEN ST,610900
7-0-59,168 GREEN ST,718700
7-0-60,172 GREEN ST,871600
7-0-255,181 GREEN ST,738600
7-0-61,218 GREEN ST,630900
7-0-232,219 GREEN ST,750900
7-0-373,22 GREEN ST,965700
7-0-231,221 GREEN ST,710200
7-0-62,222 GREEN ST,751900
7-0-63,226 GREEN ST,1045500
7-0-229,233 GREEN ST,579500
7-0-228,235 GREEN ST,662400
7-0-227,237 GREEN ST,769700
7-0-226,239 GREEN ST,707100
7-0-222,243 GREEN ST,588100
7-0-65,244 GREEN ST,638400
7-0-66,246 GREEN ST,1042600
7-0-67,250 GREEN ST,723100
7-0-68,256 GREEN ST,687000
7-0-221A,259 GREEN ST,802800
7-0-221,261 GREEN ST,660400
7-0-219,269 GREEN ST,791100
7-0-69,278 GREEN ST,640900
7-0-211,280 GREEN ST,581900
6-0-136,296 GREEN ST,703200
7-0-379A,3 GREEN ST,849700
7-0-7,30 GREEN ST,628000
6-0-135,303 GREEN ST,695300
6-0-137,304 GREEN ST,607600
6-0-138,306 GREEN ST,689600
6-0-134,307 GREEN ST,709300
6-0-133,309 GREEN ST,899500
6-0-132,311 GREEN ST,641900
6-0-107,312 GREEN ST,654200
6-0-116,319 GREEN ST,684300
6-0-108,320 GREEN ST,608600
6-0-115,323 GREEN ST,679900
6-0-114,327 GREEN ST,673400
6-0-109,328 GREEN ST,883800
6-0-110,332 GREEN ST,745000
6-0-113,333 GREEN ST,760500
7-0-8,34 GREEN ST,833800
7-0-276,37 GREEN ST,774100
7-0-275,45 GREEN ST,560500
7-0-273,53 GREEN ST,820800
7-0-43,62 GREEN ST,743900
7-0-272,65 GREEN ST,702100
7-0-271,71 GREEN ST,653900
7-0-44,74 GREEN ST,759500
7-0-45,80 GREEN ST,606900
7-0-46,82 GREEN ST,620100
7-0-269,95 GREEN ST,580200
7-0-268,97 GREEN ST,694000
11-0-131,11 GREENVIEW RD,808000
6-0-220,14 GREENVIEW RD,836800
6-0-219,15 GREENVIEW RD,844300
6-0-218,17 GREENVIEW RD,1024400
6-0-221,18 GREENVIEW RD,910000
6-0-217,19 GREENVIEW RD,835600
11-0-135,3 GREENVIEW RD,805700
11-0-128,4 GREENVIEW RD,812900
11-0-134,5 GREENVIEW RD,865700
11-0-129,6 GREENVIEW RD,771700
11-0-133,7 GREENVIEW RD,909300
11-0-130,8 GREENVIEW RD,937600
11-0-132,9 GREENVIEW RD,811300
17-0-19,1 GREENWAY CIR,650500
17-0-12,10 GREENWAY CIR,724600
17-0-14,11 GREENWAY CIR,628700
17-0-13,14 GREENWAY CIR,718100
16-0-321D,15 GREENWAY CIR,793000
17-0-8,16 GREENWAY CIR,908800
16-0-321C,17 GREENWAY CIR,815400
16-0-321B,19 GREENWAY CIR,653800
16-0-321A,21 GREENWAY CIR,702100
17-0-18,3 GREENWAY CIR,737700
17-0-17,5 GREENWAY CIR,733400
17-0-11,6 GREENWAY CIR,803300
17-0-16,7 GREENWAY CIR,756200
17-0-15,9 GREENWAY CIR,843200
1-0-127,3 GREG RD,912200
1-0-122,4 GREG RD,966000
1-0-126,5 GREG RD,867100
1-0-123,6 GREG RD,789900
1-0-125,7 GREG RD,873600
1-0-124,8 GREG RD,868000
1-0-95,1 HALL RD,774500
1-0-86,10 HALL RD,884200
1-0-90,11 HALL RD,885200
1-0-87,12 HALL RD,822600
1-0-88,14 HALL RD,1027600
1-0-89,15 HALL RD,846100
1-0-310,16 HALL RD,1015800
1-0-325,17 HALL RD,949200
1-0-311,18 HALL RD,964300
1-0-324,19 HALL RD,868600
1-0-82,2 HALL RD,858700
1-0-312,20 HALL RD,882700
1-0-323,21 HALL RD,872000
1-0-313,22 HALL RD,981800
1-0-322,23 HALL RD,859200
1-0-314,24 HALL RD,942100
1-0-315,26 HALL RD,971900
1-0-321,27 HALL RD,853100
1-0-316,28 HALL RD,948900
1-0-320,29 HALL RD,918500
1-0-94,3 HALL RD,747800
1-0-319,30 HALL RD,911700
1-0-331,31 HALL RD,950100
1-0-330,32 HALL RD,834200
1-0-332,33 HALL RD,1039900
1-0-329,34 HALL RD,907400
1-0-333,35 HALL RD,900500
1-0-328,36 HALL RD,948600
1-0-334,37 HALL RD,1024400
1-0-327,38 HALL RD,933400
1-0-25,39 HALL RD,802300
1-0-83,4 HALL RD,905800
1-0-326,40 HALL RD,948400
1-0-26,42 HALL RD,911300
1-0-93,5 HALL RD,791900
1-0-84,6 HALL RD,877400
1-0-92,7 HALL RD,755500
1-0-85,8 HALL RD,937600
1-0-91,9 HALL RD,753600
2-0-158A1,3 HAMILL CT,1131700
2-0-156,4 HAMILL CT,933500
2-0-158A2,5 HAMILL CT,1256600
2-0-155B,6 HAMILL CT,899900
2-0-155A,8 HAMILL CT,862800
3-0-283,1 HAMPTON RD,802300
3-0-282,3 HAMPTON RD,921700
3-0-277,4 HAMPTON RD,949900
3-0-281,5 HAMPTON RD,800800
3-0-279,6 HAMPTON RD,945900
3-0-292,7 HAMPTON RD,1032000
3-0-293,8 HAMPTON RD,825200
13-0-420,10 HANCOCK ST,633500
13-0-497,103 HANCOCK ST,729900
18-0-233,104 HANCOCK ST,580900
18-0-234,108 HANCOCK ST,524700
13-0-421,14 HANCOCK ST,668100
18-0-446,166 HANCOCK ST,607400
18-0-466,173 HANCOCK ST,558600
18-0-468,178 HANCOCK ST,586700
18-0-465,179 HANCOCK ST,892600
18-0-469,180 HANCOCK ST,573500
18-0-521,198 HANCOCK ST,711900
13-0-340,2 HANCOCK ST,504800
18-0-558,205 HANCOCK ST,693500
18-0-592,209 HANCOCK ST,703500
18-0-594,214 HANCOCK ST,659400
18-0-591,215 HANCOCK ST,726200
18-0-595,216 HANCOCK ST,558100
18-0-590,219 HANCOCK ST,607700
18-0-589,227 HANCOCK ST,680300
18-0-588,235 HANCOCK ST,678200
18-0-622,236 HANCOCK ST,740300
18-0-587,239 HANCOCK ST,623500
18-0-623,240 HANCOCK ST,667700
13-0-416,33 HANCOCK ST,583400
13-0-415,35 HANCOCK ST,532500
13-0-449,42 HANCOCK ST,657800
13-0-452,52 HANCOCK ST,645300
13-0-453,56 HANCOCK ST,505300
13-0-412,57 HANCOCK ST,693600
13-0-411,65 HANCOCK ST,619300
13-0-490,76 HANCOCK ST,681100
13-0-409,77 HANCOCK ST,469300
13-0-408,79 HANCOCK ST,526300
13-0-491,80 HANCOCK ST,481900
13-0-407,81 HANCOCK ST,530700
13-0-492,82 HANCOCK ST,529100
13-0-494,96 HANCOCK ST,621300
21-0-89,1 HANFORD RD,752100
21-0-73,11 HANFORD RD,773300
21-0-68,12 HANFORD RD,708600
21-0-72,15 HANFORD RD,811900
21-0-69,16 HANFORD RD,856400
20-0-16,18 HANFORD RD,613000
20-0-14,19 HANFORD RD,725100
